0.0,100.0,50.0
0.1,116.612,66.722
0.2,136.9172,87.1372
0.3,161.7173,112.0473
0.4,192.0227,142.4627
0.5,229.0681,179.6181
0.6,274.3347,224.9947
0.7,329.6339,280.4039
0.8,397.0996,347.9796
0.9,479.4946,430.4846
1.0,580.2438,531.3438
1.1,703.4338,654.6438
1.2,853.8763,805.1963
1.3,1037.6709,989.1009
1.4,1261.7771,1213.3171
1.5,1535.263,1486.913
1.6,1869.5816,1821.3416
1.7,2278.5702,2230.4402
1.8,2778.4513,2730.4313
1.9,3388.7877,3340.8777
2.0,4133.9417,4086.1417
2.1,5042.2671,4994.5771
2.2,6151.1135,6103.5335
2.3,7507.106,7459.636
2.4,9166.1455,9118.7855
2.5,11193.4084,11146.1584
2.6,13668.6175,13621.4775
2.7,16689.7418,16642.7118
2.8,20372.2037,20325.2837
2.9,24868.0744,24821.2644
3.0,30366.6382,30319.9382
3.1,37094.3927,37047.8027
3.2,45315.0484,45268.5684
3.3,55351.8548,55305.4848
3.4,67601.9158,67555.6558
3.5,82532.9413,82486.7913
3.6,100761.6785,100715.6385
3.7,123056.0803,123010.1503
3.8,150335.3049,150289.4849
3.9,183669.7161,183624.0061
4.0,224366.2429,224320.6429
4.1,274040.7206,273995.2306
4.2,334584.2247,334538.8447
4.3,408493.9719,408448.7019
4.4,498884.8099,498839.6499
4.5,609489.2167,609444.1667
4.6,744657.3012,744612.3612
4.7,909667.794,909622.964
4.8,1111104.6547,1111059.9347
4.9,1356608.8043,1356564.1943
5.0,1656283.4375,1656238.9375
5.1,2022760.1305,2022715.7405
5.2,2471198.8404,2471154.5604
5.3,3019287.9055,3019243.7355
5.4,3688345.8879,3688301.8279
5.5,4505206.1192,4505162.1692
5.6,5500743.0928,5500699.2528
5.7,6715813.4261,6715769.6961
5.8,8201633.5848,8201589.9648
5.9,10019779.883,10019736.373
6.0,12242188.4831,12242145.0831
6.1,14954978.6589,14954935.3689
6.2,18267481.3247,18267438.1447
6.3,22304496.7688,22304453.6988
6.4,27231194.3064,27231151.3464
6.5,33255208.1302,33255165.2802
6.6,40626637.3103,40626594.5703
6.7,49638045.7942,49638003.1642
6.8,60637470.0491,60637427.5291
6.9,74070149.5,74070107.09
7.0,90440823.6551,90440781.3551
7.1,110417044.824,110417002.634
7.2,134840455.9668,134840413.8868
7.3,164726790.6935,164726748.7235
7.4,201265873.2643,201265831.4043
7.5,245864924.3765,245864882.6265
7.6,300336004.5261,300335962.8861
7.7,366721804.1106,366721762.5806
7.8,447719689.9737,447719648.5537
7.9,546740785.0851,546740743.7751
8.0,667909968.5402,667909927.3402
8.1,816065875.5604,816065834.4704
8.2,996901371.1496,996901330.1696
8.3,1217786014.2642,1217785973.3942
8.4,1486992741.3799,1486992700.6199
8.5,1815418284.2099,1815418243.5599
8.6,2216885791.9219,2216885751.3819
8.7,2708144831.1375,2708144790.7075
8.8,3308871385.9327,3308871345.6127
8.9,4042108779.1087,4042108738.8987
9.0,4937804780.2194,4937804740.1194
9.1,6029492564.9051,6029492524.9151
9.2,7361182360.0276,7361182320.1476
9.3,8988882913.7548,8988882873.9848
9.4,10980601495.5609,10980601455.9009
9.5,13416343896.2261,13416343856.6761
9.6,16389039148.1061,16389039108.6661
9.7,20018627062.2858,20018627022.9558
9.8,24448342320.9879,24448342281.7679
9.9,29858571705.6,29858571666.4899
10.0,36471283518.6786,36471283479.6786
